CDSCode,Short_CDS,NCESDist,NCESSchool,County,District,School,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,DOCType,SOCType,EdOpsName,EILName,GSoffered,GSserved,Virtual,Latitude,Longitude,LastUpdate
01611680000000,0000000,0612630,NA,Alameda,Emery Unified,NA,4727 San Pablo Avenue,4727 San Pablo Ave.,Emeryville,94608-3035,CA,(510) 601-4906,NA,www.emeryusd.k12.ca.us,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,37.836319,-122.28185,2016-11-15
01611680119933,0119933,0612630,13526,Alameda,Emery Unified,Emeryville Preschool Students,1275 - 61st Street,1275 - 61st St.,Emeryville,94608-2132,CA,(510) 601-4000,NA,www.emeryusd.k12.ca.us,2009-06-30,NA,N,Unified School District,Preschool,Traditional,Elementary,P,K,N,37.842955,-122.28843,2016-11-02
01611680132746,0132746,0612630,01426,Alameda,Emery Unified,Emery Secondary,1100 47th Street,1100 47th St.,Emeryville,94608-2908,CA,(510) 601-4998,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.835677,-122.28282,2016-11-16
01611686090492,6090492,0612630,01425,Alameda,Emery Unified,Anna Yates Elementary,1125 53rd Street,1125 53rd St.,Emeryville,94608-3643,CA,(510) 601-4916,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.836796,-122.284,2016-11-16
01611760000000,0000000,0614400,NA,Alameda,Fremont Unified,NA,PO Box 5008,PO Box 5008,Fremont,94537-5008,CA,(510) 657-2350,NA,www.fremont.k12.ca.us,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,37.5078,-121.95443,2015-09-29
01611760127233,0127233,0614400,13083,Alameda,Fremont Unified,Young Adult Program,4210 Technology Drive,4210 Technology Dr.,Fremont,94538,CA,(510) 659-2542,NA,NA,2012-07-01,NA,N,Unified School District,Special Education Schools (Public),Special Education School,High School,9-12,12,N,37.53812,-121.99201,2015-06-18
01611760128298,0128298,0614400,13675,Alameda,Fremont Unified,Glankler Early Learning Center,39207 Sundale Drive,39207 Sundale Dr.,Fremont,94538-1916,CA,(510) 659-2542,NA,NA,2013-07-01,NA,N,Unified School District,Special Education Schools (Public),Special Education School,Elementary,P-K,1,N,37.540113,-121.98438,2015-06-18
01611760130062,0130062,0614400,01654,Alameda,Fremont Unified,American High,36300 Fremont Boulevard,36300 Fremont Blvd.,Fremont,94536-3511,CA,(510) 796-1776,NA,NA,1972-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.563645,-122.01747,2015-07-09
01611760130138,0130138,0614400,01686,Alameda,Fremont Unified,Robertson High (Continuation),4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028,CA,(510) 657-9155,NA,NA,1980-07-01,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,9-12,10-12,N,37.518632,-121.96492,2015-06-18
01611760130435,0130435,0614400,09369,Alameda,Fremont Unified,Vista Alternative,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538-4028,CA,(510) 657-7028,NA,NA,1980-07-01,NA,N,Unified School District,Alternative Schools of Choice,Alternative School of Choice,High School,7-12,9-12,N,37.518632,-121.96492,2015-07-21
01611760130534,0130534,0614400,07479,Alameda,Fremont Unified,Circle of Independent Learning,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,(510) 797-0100,NA,http://coil.schoolwires.net,1998-09-09,NA,Y,Unified School District,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,C,37.537962,-121.99206,2016-12-05
01611760133108,0133108,0614400,13325,Alameda,Fremont Unified,Fremont Adult,4700 Calaveras Avenue,4700 Calaveras Ave.,Fremont,94538-1124,CA,(510) 793-6465,NA,NA,1980-07-01,NA,N,Unified School District,Adult Education Centers,Traditional,Adult,Adult,NA,C,37.538031,-121.99084,2017-05-15
01611760134270,0134270,0614400,01671,Alameda,Fremont Unified,Irvington High,41800 Blacow Road,41800 Blacow Rd.,Fremont,94538-3353,CA,(510) 656-5711,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.522654,-121.96902,2017-01-20
01611760134452,0134452,0614400,01672,Alameda,Fremont Unified,John F. Kennedy High,39999 Blacow Road,39999 Blacow Rd.,Fremont,94538-1913,CA,(510) 657-4070,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.528399,-121.98312,2015-06-18
01611760135244,0135244,0614400,01678,Alameda,Fremont Unified,Mission San Jose High,41717 Palm Avenue,41717 Palm Ave.,Fremont,94539-4799,CA,(510) 657-3600,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.54504,-121.93193,2015-07-09
01611760138693,0138693,0614400,01692,Alameda,Fremont Unified,Washington High,38442 Fremont Boulevard,38442 Fremont Blvd.,Fremont,94536-6031,CA,(510) 505-7300,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.552082,-121.99484,2015-06-18
01611766000541,6000541,0614400,01656,Alameda,Fremont Unified,John Blacow Elementary,40404 Sundale Drive,40404 Sundale Dr.,Fremont,94538-3314,CA,(510) 656-5121,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.527561,-121.97712,2015-06-18
01611766000558,6000558,0614400,01657,Alameda,Fremont Unified,Brier Elementary,39201 Sundale Drive,39201 Sundale Dr.,Fremont,94538-1916,CA,(510) 657-5020,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.539776,-121.9847,2015-06-18
01611766000566,6000566,0614400,01659,Alameda,Fremont Unified,Cabrillo Elementary,36700 San Pedro Drive,36700 San Pedro Dr.,Fremont,94536-6406,CA,(510) 792-3232,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.550826,-122.02333,2016-07-19
01611766000590,6000590,0614400,01666,Alameda,Fremont Unified,E. M. Grimmer Elementary,43030 Newport Drive,43030 Newport Dr.,Fremont,94538-6113,CA,(510) 656-1250,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.519634,-121.951,2015-06-18
01611766000624,6000624,0614400,01663,Alameda,Fremont Unified,Glenmoor Elementary,4620 Mattos Drive,4620 Mattos Dr.,Fremont,94536-6784,CA,(510) 797-0740,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.545703,-122.00487,2015-06-18
01611766000640,6000640,0614400,01665,Alameda,Fremont Unified,Harvey Green Elementary,42875 Gatewood Street,42875 Gatewood St.,Fremont,94538-4131,CA,(510) 656-6438,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.518135,-121.9581,2015-07-09
01611766000665,6000665,0614400,01662,Alameda,Fremont Unified,J. Haley Durham Elementary,40292 Leslie Street,40292 Leslie St.,Fremont,94538-3520,CA,(510) 657-7080,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.542078,-121.96689,2015-06-18
01611766000673,6000673,0614400,01673,Alameda,Fremont Unified,James Leitch Elementary,47100 Fernald Street,47100 Fernald St.,Fremont,94539-7005,CA,(510) 657-6100,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-3,K-2,N,37.486506,-121.92328,2017-01-09
01611766000681,6000681,0614400,01655,Alameda,Fremont Unified,Joseph Azevada Elementary,39450 Royal Palm Drive,39450 Royal Palm Dr.,Fremont,94538-1843,CA,(510) 657-3900,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.53097,-121.99417,2015-06-18
01611766000715,6000715,0614400,01674,Alameda,Fremont Unified,Tom Maloney Elementary,38700 Logan Drive,38700 Logan Dr.,Fremont,94536-6899,CA,(510) 797-4426,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.545405,-121.99843,2015-06-18
01611766000723,6000723,0614400,01675,Alameda,Fremont Unified,John G. Mattos Elementary,37944 Farwell Drive,37944 Farwell Dr.,Fremont,94536-7008,CA,(510) 793-1359,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.538095,-122.01172,2016-07-19
01611766000749,6000749,0614400,01679,Alameda,Fremont Unified,Mission Valley Elementary,41700 Denise Street,41700 Denise St.,Fremont,94539-4562,CA,(510) 656-2000,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.535791,-121.94741,2016-07-19
01611766000756,6000756,0614400,01680,Alameda,Fremont Unified,Niles Elementary,37141 Second Street,37141 Second St.,Fremont,94536-2835,CA,(510) 793-1141,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.57705,-121.98446,2015-07-09
01611766000764,6000764,0614400,01668,Alameda,Fremont Unified,O. N. Hirsch Elementary,41399 Chapel Way,41399 Chapel Way,Fremont,94538-4202,CA,(510) 657-3537,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.528227,-121.9629,2015-06-18
01611766000798,6000798,0614400,01684,Alameda,Fremont Unified,Parkmont Elementary,2601 Parkside Drive,2601 Parkside Dr.,Fremont,94536-5246,CA,(510) 793-7492,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.560232,-121.98468,2015-07-09
01611766000806,6000806,0614400,01685,Alameda,Fremont Unified,Patterson Elementary,35521 Cabrillo Drive,35521 Cabrillo Dr.,Fremont,94536-5499,CA,(510) 793-0420,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.56225,-122.03085,2015-06-18
01611766000830,6000830,0614400,01688,Alameda,Fremont Unified,Vallejo Mill Elementary,38569 Canyon Heights Drive,38569 Canyon Heights Dr.,Fremont,94536-1899,CA,(510) 793-1441,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.574495,-121.9599,2015-06-18
01611766000848,6000848,0614400,01690,Alameda,Fremont Unified,Warm Springs Elementary,47370 Warm Springs Boulevard,47370 Warm Springs Blvd.,Fremont,94539-7458,CA,(510) 656-1611,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,3-6,3-6,N,37.482877,-121.92534,2015-06-18
01611766056873,6056873,0614400,01660,Alameda,Fremont Unified,Centerville Junior High,37720 Fremont Boulevard,37720 Fremont Blvd.,Fremont,94536-5096,CA,(510) 797-2072,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,37.555648,-122.0019,2015-07-09
01611766056881,6056881,0614400,01689,Alameda,Fremont Unified,G. M. Walters Junior High,39600 Logan Drive,39600 Logan Dr.,Fremont,94538-1912,CA,(510) 656-7211,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,37.5373,-121.98586,2015-06-18
01611766056907,6056907,0614400,01670,Alameda,Fremont Unified,John M. Horner Junior High,41365 Chapel Way,41365 Chapel Way,Fremont,94538-4202,CA,(510) 656-4000,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,37.528537,-121.96295,2015-07-09
01611766056915,6056915,0614400,01687,Alameda,Fremont Unified,Thornton Junior High,4357 Thornton Avenue,4357 Thornton Ave.,Fremont,94536-4897,CA,(510) 793-9090,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,37.557124,-122.01454,2015-06-18
01611766056923,6056923,0614400,01669,Alameda,Fremont Unified,William Hopkins Junior High,600 Driscoll Road,600 Driscoll Rd.,Fremont,94539-3803,CA,(510) 656-3500,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,37.54702,-121.94242,2016-07-19
01611766066468,6066468,0614400,01664,Alameda,Fremont Unified,John Gomes Elementary,555 Lemos Lane,555 Lemos Ln.,Fremont,94539-3750,CA,(510) 656-3414,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.550361,-121.94761,2015-06-18
01611766089320,6089320,0614400,01658,Alameda,Fremont Unified,Brookvale Elementary,3400 Nicolet Avenue,3400 Nicolet Ave.,Fremont,94536-3598,CA,(510) 797-5940,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.568768,-122.01399,2015-06-18
01611766089619,6089619,0614400,01691,Alameda,Fremont Unified,Warwick Elementary,3375 Warwick Road,3375 Warwick Rd.,Fremont,94555-2499,CA,(510) 793-8660,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.57651,-122.03048,2015-06-18
01611766090526,6090526,0614400,01661,Alameda,Fremont Unified,Joshua Chadbourne Elementary,801 Plymouth Avenue,801 Plymouth Ave.,Fremont,94539-4637,CA,(510) 656-5242,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.542168,-121.93996,2017-04-12
01611766090534,6090534,0614400,01677,Alameda,Fremont Unified,Mission San Jose Elementary,43545 Bryant Street,43545 Bryant St.,Fremont,94539-5885,CA,(510) 656-1200,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.528296,-121.92137,2015-06-18
01611766090542,6090542,0614400,01683,Alameda,Fremont Unified,Oliveira Elementary,4180 Alder Avenue,4180 Alder Ave.,Fremont,94536-4799,CA,(510) 797-1135,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.560394,-122.01771,2015-06-18
01611766090559,6090559,0614400,01676,Alameda,Fremont Unified,Steven Millard Elementary,5200 Valpey Park Drive,5200 Valpey Park Dr.,Fremont,94538-3262,CA,(510) 657-0344,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.520062,-121.97397,2015-06-18
01611766104723,6104723,0614400,08138,Alameda,Fremont Unified,Ardenwood Elementary,33955 Emilia Lane,33955 Emilia Ln.,Fremont,94555-2068,CA,(510) 794-0392,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.572796,-122.05205,2015-06-18
01611766106983,6106983,0614400,09139,Alameda,Fremont Unified,Fred E. Weibel Elementary,45135 South Grimmer Boulevard,45135 South Grimmer Blvd.,Fremont,94539-6631,CA,(510) 651-6958,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.507308,-121.92838,2015-06-18
01611766111330,6111330,0614400,00488,Alameda,Fremont Unified,Forest Park Elementary,34400 Maybird Circle,34400 Maybird Cir.,Fremont,94555-2917,CA,(510) 713-0141,NA,NA,1993-09-08,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.561214,-122.05188,2015-07-09
01611920000000,0000000,0616740,NA,Alameda,Hayward Unified,NA,PO Box 5000,PO Box 5000,Hayward,94540-5000,CA,(510) 784-2600,NA,www.husd.k12.ca.us,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,37.656838,-122.09337,2017-02-09
01611920108670,0108670,0616740,10737,Alameda,Hayward Unified,Leadership Public Schools - Hayward,"1404 Franklin Street, Suite 300","1404 Franklin Street, Ste. 300",Oakland,94612-3544,CA,(510) 300-1340,NA,www.leadps.org/hayward.html,2005-08-29,NA,Y,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.624193,-122.0879,2015-10-21
01611920111815,0111815,0616740,11550,Alameda,Hayward Unified,Stonebrae Elementary,24411 Amador Street,24411 Amador St.,Hayward,94540,CA,(510) 723-3910,NA,www.husd.k12.ca.us,2006-08-29,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,37.654731,-122.02047,2015-06-18
01611920113902,0113902,0616740,11849,Alameda,Hayward Unified,Impact Academy of Arts & Technology,2560 Darwin Street,2560 Darwin St.,Hayward,94545-3451,CA,(510) 300-1560,NA,www.es-impact.org,2007-08-20,NA,Y,Unified School District,High Schools (Public),Traditional,High School,7-12,7-12,N,37.631317,-122.10254,2017-02-08
01611920119248,0119248,0616740,12426,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,2652 Vergil Court,2652 Vergil Ct.,Castro Valley,94546-6402,CA,(510) 931-7868,NA,www.goldenoakmontessori.org,2009-08-31,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,1-8,1-8,N,37.687804,-122.06973,2017-02-09
01611920119842,0119842,0616740,13405,Alameda,Hayward Unified,Special Education-Preschool-Laurel,2652 Vergil Court,2652 Vergil Ct.,Castro Valley,94546-6402,CA,(510) 293-8599,NA,NA,2009-07-20,NA,N,Unified School District,Preschool,Traditional,Elementary,P,K,N,37.687804,-122.06973,2015-04-02
01611920127696,0127696,0616740,13351,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,587 Kilkare Road,587 Kilkare Rd.,Sunol,94586,CA,(510) 543-4124,NA,www.keyacademycharter.org,2013-08-20,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.67694,-122.07213,2015-09-26
01611920127944,0127944,0616740,13531,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,951 Palisade Street,951 Palisade St.,Hayward,94542-1048,CA,(510) 370-3334,NA,www.silveroakmontessori.org,2013-08-26,NA,Y,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.662283,-122.07465,2015-06-18
01611920131334,0131334,0616740,13823,Alameda,Hayward Unified,Highland,2021 Highland Boulevard,2021 Highland Blvd.,Hayward,94540-0001,CA,(510) 723-3845,39117,NA,2014-08-21,NA,N,Unified School District,Special Education Schools (Public),Special Education School,Elementary,K-12,K-5,N,37.661939,-122.05792,2016-10-11
01611920133009,0133009,0616740,02123,Alameda,Hayward Unified,Brenkwitz High,22100 Princeton Street,22100 Princeton St.,Hayward,94541-3817,CA,(510) 723-3160,NA,NA,1980-07-01,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,9-12,10-12,N,37.671956,-122.09895,2016-10-11
01611920133520,0133520,0616740,13584,Alameda,Hayward Unified,Hayward Adult,22100 Princeton Street,22100 Princeton St.,Hayward,94540-0001,CA,(510) 293-8595,NA,NA,1980-07-01,NA,N,Unified School District,Adult Education Centers,Traditional,Adult,Adult,NA,N,37.672622,-122.09814,2016-01-29
01611920133629,0133629,0616740,02116,Alameda,Hayward Unified,Hayward High,PO Box 5000,PO Box 5000,Hayward,94540-5000,CA,(510) 723-3170,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.672677,-122.06992,2015-06-18
01611920135319,0135319,0616740,02124,Alameda,Hayward Unified,Mt. Eden High,2300 Panama Street,2300 Panama St.,Hayward,94545-4662,CA,(510) 723-3180,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.625313,-122.09056,2015-06-18
